Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,5,0.81,0.21000000000000002,0.3809177318180792
100% Corpus,5,0.81,0.41000000000000003,0.3946907527249856
100% Corpus,5,0.81,0.6100000000000001,0.40275825075893906
100% Corpus,5,0.81,0.81,0.396577427169374
100% Corpus,5,0.81,symmetric,0.38326296540168014
100% Corpus,5,symmetric,0.01,0.3734540886980612
100% Corpus,5,symmetric,0.21000000000000002,0.38983264650963284
100% Corpus,5,symmetric,0.41000000000000003,0.39607008040135117
100% Corpus,5,symmetric,0.6100000000000001,0.39454712291447597
100% Corpus,5,symmetric,0.81,0.39461998308851753
100% Corpus,5,symmetric,symmetric,0.38526787601151175
100% Corpus,5,asymmetric,0.01,0.3847764066317933
100% Corpus,5,asymmetric,0.21000000000000002,0.38738586468323294
100% Corpus,5,asymmetric,0.41000000000000003,0.38154466303900625
100% Corpus,5,asymmetric,0.6100000000000001,0.3848705329858089
100% Corpus,5,asymmetric,0.81,0.38133504729881534
100% Corpus,5,asymmetric,symmetric,0.3931627383130488
100% Corpus,6,0.01,0.01,0.3886985665803653
100% Corpus,6,0.01,0.21000000000000002,0.3866497031280232
100% Corpus,6,0.01,0.41000000000000003,0.3853560265228359
100% Corpus,6,0.01,0.6100000000000001,0.3912698720931816
100% Corpus,6,0.01,0.81,0.3859997989775967
100% Corpus,6,0.01,symmetric,0.39201923133828326
100% Corpus,6,0.21000000000000002,0.01,0.38755181139910116
100% Corpus,6,0.21000000000000002,0.21000000000000002,0.3840211243487051
100% Corpus,6,0.21000000000000002,0.41000000000000003,0.38975444628946043
100% Corpus,6,0.21000000000000002,0.6100000000000001,0.39348954509287465
100% Corpus,6,0.21000000000000002,0.81,0.38982309470200405
100% Corpus,6,0.21000000000000002,symmetric,0.38315211501395696
100% Corpus,6,0.41000000000000003,0.01,0.40109707639310294
100% Corpus,6,0.41000000000000003,0.21000000000000002,0.39974802504872603
100% Corpus,6,0.41000000000000003,0.41000000000000003,0.4020203908425785
100% Corpus,6,0.41000000000000003,0.6100000000000001,0.3979913873436732
100% Corpus,6,0.41000000000000003,0.81,0.3973321228013122
100% Corpus,6,0.41000000000000003,symmetric,0.3975512619146781
100% Corpus,6,0.6100000000000001,0.01,0.3863334360627813
100% Corpus,6,0.6100000000000001,0.21000000000000002,0.3849965792085723
100% Corpus,6,0.6100000000000001,0.41000000000000003,0.4003572288057278
100% Corpus,6,0.6100000000000001,0.6100000000000001,0.380007327871892
100% Corpus,6,0.6100000000000001,0.81,0.3875838268621519
100% Corpus,6,0.6100000000000001,symmetric,0.39260780184127525
100% Corpus,6,0.81,0.01,0.39576078115877616
100% Corpus,6,0.81,0.21000000000000002,0.39007375371268727
100% Corpus,6,0.81,0.41000000000000003,0.38506164559140305
100% Corpus,6,0.81,0.6100000000000001,0.3865782037835687
100% Corpus,6,0.81,0.81,0.39143532914761153
100% Corpus,6,0.81,symmetric,0.3883948659786322
100% Corpus,6,symmetric,0.01,0.39299471390676
100% Corpus,6,symmetric,0.21000000000000002,0.3879295173319039
100% Corpus,6,symmetric,0.41000000000000003,0.39347478684139037
100% Corpus,6,symmetric,0.6100000000000001,0.3932328613238867
100% Corpus,6,symmetric,0.81,0.3932328613238867
100% Corpus,6,symmetric,symmetric,0.3889148964692401
100% Corpus,6,asymmetric,0.01,0.3994297244695417
100% Corpus,6,asymmetric,0.21000000000000002,0.3931511612094727
100% Corpus,6,asymmetric,0.41000000000000003,0.37674203165682113
100% Corpus,6,asymmetric,0.6100000000000001,0.37739448719942886
100% Corpus,6,asymmetric,0.81,0.37560604501523986
100% Corpus,6,asymmetric,symmetric,0.3881311816002515
100% Corpus,7,0.01,0.01,0.3871702208056749
100% Corpus,7,0.01,0.21000000000000002,0.3828712687896546
100% Corpus,7,0.01,0.41000000000000003,0.3777869139696602
100% Corpus,7,0.01,0.6100000000000001,0.3786980780426128
100% Corpus,7,0.01,0.81,0.37908862030211743
100% Corpus,7,0.01,symmetric,0.38487583651115204
100% Corpus,7,0.21000000000000002,0.01,0.3851421032605731
100% Corpus,7,0.21000000000000002,0.21000000000000002,0.3931470150272142
100% Corpus,7,0.21000000000000002,0.41000000000000003,0.3881874986892155
100% Corpus,7,0.21000000000000002,0.6100000000000001,0.3930358491921368
100% Corpus,7,0.21000000000000002,0.81,0.39384265660187434
100% Corpus,7,0.21000000000000002,symmetric,0.39434518292459114
100% Corpus,7,0.41000000000000003,0.01,0.3828662718188932
100% Corpus,7,0.41000000000000003,0.21000000000000002,0.3892202501368396
100% Corpus,7,0.41000000000000003,0.41000000000000003,0.3880696273321583
100% Corpus,7,0.41000000000000003,0.6100000000000001,0.396300825983381
100% Corpus,7,0.41000000000000003,0.81,0.39713666079570503
100% Corpus,7,0.41000000000000003,symmetric,0.38405892081152215
100% Corpus,7,0.6100000000000001,0.01,0.380571532359078
100% Corpus,7,0.6100000000000001,0.21000000000000002,0.3896412275496127
100% Corpus,7,0.6100000000000001,0.41000000000000003,0.3898232200571524
100% Corpus,7,0.6100000000000001,0.6100000000000001,0.3910605515901239
100% Corpus,7,0.6100000000000001,0.81,0.39098792416287304
100% Corpus,7,0.6100000000000001,symmetric,0.39070795975147415
100% Corpus,7,0.81,0.01,0.3792932768278438
100% Corpus,7,0.81,0.21000000000000002,0.3893817020784895
100% Corpus,7,0.81,0.41000000000000003,0.3884298714679364
100% Corpus,7,0.81,0.6100000000000001,0.38712999210428195
100% Corpus,7,0.81,0.81,0.39213367292407997
100% Corpus,7,0.81,symmetric,0.38499682910154925
100% Corpus,7,symmetric,0.01,0.38727522299843337
100% Corpus,7,symmetric,0.21000000000000002,0.39215054102054936
100% Corpus,7,symmetric,0.41000000000000003,0.3848974056155025
100% Corpus,7,symmetric,0.6100000000000001,0.3833699879619396
100% Corpus,7,symmetric,0.81,0.3928649418668783
100% Corpus,7,symmetric,symmetric,0.3923332470065981
100% Corpus,7,asymmetric,0.01,0.3672888962326607
100% Corpus,7,asymmetric,0.21000000000000002,0.37395610398641377
100% Corpus,7,asymmetric,0.41000000000000003,0.37827274914228176
100% Corpus,7,asymmetric,0.6100000000000001,0.3872260815874065
100% Corpus,7,asymmetric,0.81,0.3956132800673342
100% Corpus,7,asymmetric,symmetric,0.37570232838586654
100% Corpus,8,0.01,0.01,0.36986914155698686
100% Corpus,8,0.01,0.21000000000000002,0.3782072505372609
100% Corpus,8,0.01,0.41000000000000003,0.37679422919175
100% Corpus,8,0.01,0.6100000000000001,0.37922031772721043
100% Corpus,8,0.01,0.81,0.37952407200424554
100% Corpus,8,0.01,symmetric,0.3758547573642797
100% Corpus,8,0.21000000000000002,0.01,0.374800021863166
100% Corpus,8,0.21000000000000002,0.21000000000000002,0.38356830365765193
100% Corpus,8,0.21000000000000002,0.41000000000000003,0.37713138234348026
100% Corpus,8,0.21000000000000002,0.6100000000000001,0.38384957961970656
100% Corpus,8,0.21000000000000002,0.81,0.3848598275226722
100% Corpus,8,0.21000000000000002,symmetric,0.3768806866772497
100% Corpus,8,0.41000000000000003,0.01,0.3884428570368294
100% Corpus,8,0.41000000000000003,0.21000000000000002,0.38400993398158373
100% Corpus,8,0.41000000000000003,0.41000000000000003,0.3829236294359132
100% Corpus,8,0.41000000000000003,0.6100000000000001,0.389490304569306
100% Corpus,8,0.41000000000000003,0.81,0.38375323901909214
100% Corpus,8,0.41000000000000003,symmetric,0.387652806116428
100% Corpus,8,0.6100000000000001,0.01,0.37801792305167586
100% Corpus,8,0.6100000000000001,0.21000000000000002,0.38055270752821135
100% Corpus,8,0.6100000000000001,0.41000000000000003,0.38657326438957323
100% Corpus,8,0.6100000000000001,0.6100000000000001,0.39233343070951143
100% Corpus,8,0.6100000000000001,0.81,0.38926875034376723
100% Corpus,8,0.6100000000000001,symmetric,0.3814267318249579
100% Corpus,8,0.81,0.01,0.38651756422197187
100% Corpus,8,0.81,0.21000000000000002,0.37909522175442945
100% Corpus,8,0.81,0.41000000000000003,0.3870967258220633
100% Corpus,8,0.81,0.6100000000000001,0.38766243779684884
100% Corpus,8,0.81,0.81,0.3887954872518901
100% Corpus,8,0.81,symmetric,0.38721833017033014
100% Corpus,8,symmetric,0.01,0.3744527447653375
100% Corpus,8,symmetric,0.21000000000000002,0.3761548493848179
100% Corpus,8,symmetric,0.41000000000000003,0.37781360138014497
100% Corpus,8,symmetric,0.6100000000000001,0.38204288699500755
100% Corpus,8,symmetric,0.81,0.38782143956810167
100% Corpus,8,symmetric,symmetric,0.3780407440768592
100% Corpus,8,asymmetric,0.01,0.3814009924439526
100% Corpus,8,asymmetric,0.21000000000000002,0.38319071519601133
100% Corpus,8,asymmetric,0.41000000000000003,0.3835797741363286
100% Corpus,8,asymmetric,0.6100000000000001,0.3932885842012781
100% Corpus,8,asymmetric,0.81,0.3932531195498725
100% Corpus,8,asymmetric,symmetric,0.3774133260005683
100% Corpus,9,0.01,0.01,0.36501031552253976
100% Corpus,9,0.01,0.21000000000000002,0.3661716046123581
100% Corpus,9,0.01,0.41000000000000003,0.3671166425866547
100% Corpus,9,0.01,0.6100000000000001,0.35627172537298557
100% Corpus,9,0.01,0.81,0.35602271752691883
100% Corpus,9,0.01,symmetric,0.3688611772871825
100% Corpus,9,0.21000000000000002,0.01,0.385667008058681
100% Corpus,9,0.21000000000000002,0.21000000000000002,0.397390369436059
100% Corpus,9,0.21000000000000002,0.41000000000000003,0.37033678178018536
100% Corpus,9,0.21000000000000002,0.6100000000000001,0.369342972621307
100% Corpus,9,0.21000000000000002,0.81,0.3720225657071282
100% Corpus,9,0.21000000000000002,symmetric,0.3865513178709644
100% Corpus,9,0.41000000000000003,0.01,0.37750955041306083
100% Corpus,9,0.41000000000000003,0.21000000000000002,0.3753823695176059
100% Corpus,9,0.41000000000000003,0.41000000000000003,0.37243207042070436
100% Corpus,9,0.41000000000000003,0.6100000000000001,0.372193591344712
100% Corpus,9,0.41000000000000003,0.81,0.37262432665203765
100% Corpus,9,0.41000000000000003,symmetric,0.38135503322123976
100% Corpus,9,0.6100000000000001,0.01,0.37926948017155526
100% Corpus,9,0.6100000000000001,0.21000000000000002,0.38102357362589445
100% Corpus,9,0.6100000000000001,0.41000000000000003,0.3781752659588752
100% Corpus,9,0.6100000000000001,0.6100000000000001,0.3761437015322126
100% Corpus,9,0.6100000000000001,0.81,0.3730297243743327
100% Corpus,9,0.6100000000000001,symmetric,0.3844413083950876
100% Corpus,9,0.81,0.01,0.37765416222205317
100% Corpus,9,0.81,0.21000000000000002,0.38049662391510786
100% Corpus,9,0.81,0.41000000000000003,0.38540773959739666
100% Corpus,9,0.81,0.6100000000000001,0.3725717944794127
100% Corpus,9,0.81,0.81,0.3916653405644715
100% Corpus,9,0.81,symmetric,0.38105817854058055
100% Corpus,9,symmetric,0.01,0.3860365223762392
100% Corpus,9,symmetric,0.21000000000000002,0.366074060993112
100% Corpus,9,symmetric,0.41000000000000003,0.36310669487253394
100% Corpus,9,symmetric,0.6100000000000001,0.37738836168236894
100% Corpus,9,symmetric,0.81,0.36088899334084
100% Corpus,9,symmetric,symmetric,0.3690408292927293
100% Corpus,9,asymmetric,0.01,0.37104352359023046
100% Corpus,9,asymmetric,0.21000000000000002,0.37561994117421194
100% Corpus,9,asymmetric,0.41000000000000003,0.38257178869800706
100% Corpus,9,asymmetric,0.6100000000000001,0.38288043824264095
100% Corpus,9,asymmetric,0.81,0.3827086476210194
100% Corpus,9,asymmetric,symmetric,0.3805136748595638
100% Corpus,10,0.01,0.01,0.36954378984513914
100% Corpus,10,0.01,0.21000000000000002,0.38739662034451444
100% Corpus,10,0.01,0.41000000000000003,0.38149576034158483
100% Corpus,10,0.01,0.6100000000000001,0.36524753548638045
100% Corpus,10,0.01,0.81,0.3678110384459474
100% Corpus,10,0.01,symmetric,0.3643772119684111
100% Corpus,10,0.21000000000000002,0.01,0.3617227781140474
100% Corpus,10,0.21000000000000002,0.21000000000000002,0.3766390458511707
100% Corpus,10,0.21000000000000002,0.41000000000000003,0.37902999630018447
100% Corpus,10,0.21000000000000002,0.6100000000000001,0.38799629299993976
100% Corpus,10,0.21000000000000002,0.81,0.38438757442010674
100% Corpus,10,0.21000000000000002,symmetric,0.37105489977430905
100% Corpus,10,0.41000000000000003,0.01,0.39542585194071284
100% Corpus,10,0.41000000000000003,0.21000000000000002,0.394788847511633
100% Corpus,10,0.41000000000000003,0.41000000000000003,0.3977711678201345
100% Corpus,10,0.41000000000000003,0.6100000000000001,0.39540465502153327
100% Corpus,10,0.41000000000000003,0.81,0.4015840682417304
100% Corpus,10,0.41000000000000003,symmetric,0.39619726251014525
100% Corpus,10,0.6100000000000001,0.01,0.3982130682736654
100% Corpus,10,0.6100000000000001,0.21000000000000002,0.4042282431135463
100% Corpus,10,0.6100000000000001,0.41000000000000003,0.3971536849416799
100% Corpus,10,0.6100000000000001,0.6100000000000001,0.3919937425182125
100% Corpus,10,0.6100000000000001,0.81,0.3945701653448146
100% Corpus,10,0.6100000000000001,symmetric,0.4014433806689583
100% Corpus,10,0.81,0.01,0.3904541895862016
100% Corpus,10,0.81,0.21000000000000002,0.3890558775144939
100% Corpus,10,0.81,0.41000000000000003,0.3874777792527643
100% Corpus,10,0.81,0.6100000000000001,0.3935313888282489
100% Corpus,10,0.81,0.81,0.3938342287965421
100% Corpus,10,0.81,symmetric,0.39709956075561764
100% Corpus,10,symmetric,0.01,0.3616536659124718
100% Corpus,10,symmetric,0.21000000000000002,0.3691155096379752
100% Corpus,10,symmetric,0.41000000000000003,0.386058371356577
100% Corpus,10,symmetric,0.6100000000000001,0.38642317365443624
100% Corpus,10,symmetric,0.81,0.3662468378627301
100% Corpus,10,symmetric,symmetric,0.36001766740825075
100% Corpus,10,asymmetric,0.01,0.3813184109589967
100% Corpus,10,asymmetric,0.21000000000000002,0.3766931321803612
100% Corpus,10,asymmetric,0.41000000000000003,0.39116523949528614
100% Corpus,10,asymmetric,0.6100000000000001,0.3738357481015642
100% Corpus,10,asymmetric,0.81,0.36820790022102357
100% Corpus,10,asymmetric,symmetric,0.3657241705509657
